Institution,Institution_std,Year,Mean_Tone_Score,Median_Tone_Score,[ID],TLO Age,MEDSCHOOL,MEDSCHOOL (cat),STATE,STATE (cat),INSTTYPE,INSTTYPE (cat),Carnegie R1,Carnegie R2,Carnegie Classification (cat),Private,Private (cat),Stem program,Stem program (cat),Urbanicity,Urbanicity (cat),Land-Grant Institution,Land-Grant Institution (cat),Tot Res Exp,tot_res_expend,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Net Licensing Income,License Income/Invention Disclosure,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,Fed Disclosure,INVDISRES,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,Iss US Pat_Missing,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,startup_missing,St-Ups w Equ,Lic FTEs,Oth FTEs,Ex Copyright Lic,Ex Oth Non-Open Src Lic,Ex Pat Lic,Non-Ex Copyright Lic,Non-Ex Oth Non-Open Src Lic,Non-Ex Pat Lic,Tot Copyright Lic,Tot Oth Non_Open Src Lic,Tot Pat Lic,Non-Bin Gndr Disc,Non-Bin Gndr Disc (cat),Race Ethnicity,Race Ethnicity (cat),Non-Bin Gndr Pat,Non-Bin Gndr Pat (cat),Race Ethnicity Pat,Race Ethnicity Pat (cat),Institution_std_lower,Flat,Flat (cat),$0-10k,$10-50k,$50-100k,$100-300k,$300-500k,$0.5-1M,>$1M,Royalty Share,royalty_adjusted,royalty_adjusted_numerical,weighted_share,Fee,Lab,Lab (cat),More,More (cat),combinedshare_LS,faculty2,matching,faculty2_corrected,invdisrec,newpatappfld,issuspat,discperfaculty2,appperfac2,issperfac2,Institution Founding Year,Age_of_uni,n_sentences,n_words,supportive_per_1000w,restrictive_per_1000w,sanction_per_1000w,second_person_per_1000w,inclusive_we_per_1000w,obligation_modal_share,mean_sentence_length,long_sentence_share,procedural_share,legalese_per_1000w,iptech_per_1000w,Tone_Index,Clarity_Index,Legal_Load_Index
University of Central Florida,University of Central Florida,2013,0.570008391,0.50162827,72354,28,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,126700000,,17,76500000,6600000,1650000,176555,51,7,5,2,12,3,33,4,11,6,0, ,0,19,10, ,$0.00 ,"($675,562.00)","$6,434.54 ",797883, ,124,,,96,0,76,20,197,71,0,,0,0,2,3,0,2,5,6,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,,,,,,,835,2013University of Central Florida,704,,,,,,,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2014,0.570008391,0.50162827,72354,29,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,185555000,,23,70716000,7927000,1780816,286007,75,9,4,7,8,8,69,8,17,6,0,$0.00 ,0,35,13,"$441,527.00 ","$31,500.00 ","($422,706.00)","$10,939.83 ",1072103,630576,98,,,60,4,52,4,132,57,0,1,21,0,6,8,0,4,5,6,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,0.48,0.00%,0,No,0,No,52.51%,834,2014University of Central Florida,704,15,2,2,,,,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2015,0.570008391,0.50162827,72354,30,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,215519000,,38,88814000,8175000,1684908,160097,100,17,3,5,19,14,97,7,24,14,0,$0.00 ,0,43,11,"$522,871.00 ","$19,800.00 ","$57,306.00 ","$16,144.05 ",1582117,1059246,98,,,56,4,50,2,118,62,0,,37,,8,14,0,2,5,8,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,0.00%,0,No,0,No,45.00%,832,2015University of Central Florida,704,113,33,6,0.77612895,0.22665714,0.041210387,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2016,0.570008391,0.50162827,95189,31,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,242308000,,34,87417000,11816000,1334814,587886,115,21,7,7,18,9,77,7,28,6,27,"$423,730.00 ",0,49,16,"$401,553.00 ","$16,208.00 ","$1,081,383.00 ","$18,467.79 ",1828311,1003028,99,,,49,0,44,5,104,68,0,12,28,0,8,9,0,5,5,10,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,0.48,0.00%,0,No,0,No,50.00%,831,2016University of Central Florida,704,59,34,10,0.111012846,0.0639735,0.018815737,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2017,0.570008391,0.50162827,95189,32,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,233702000,,40,89904000,10294000,1155228,595382,133,13,2,19,16,5,49,22,35,5,19,"$1,616,758.00 ",1,49,27,"$653,480.00 ",$0.00 ,"$2,875,746.00 ","$34,355.92 ",3435592,1165354,100,,,62,2,53,7,114,57,0,9,24,3,1,1,0,0,5,10,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,,,,,,,831,2017University of Central Florida,704,,,,,,,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2018,0.570008391,0.50162827,95189,33,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,215332000,,28,97539000,11225000,1065306,316587,151,3,2,14,14,0,34,20,23,5,,"$92,882.00 ",0,38,14,"$243,840.00 ",$0.00 ,"$609,202.00 ","$12,344.74 ",1357921,1021199,110,,,58,0,51,7,106,44,0,15,19,0,0,0,1,0,5,9,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,0.00%,1,Yes,0,No,55.00%,833,2018University of Central Florida,704,48,34,24,0.1206985,0.08549477,0.06034925,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2019,0.570008391,0.50162827,72354,34,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,225085000,,28,99310000,11438000,1082591,288597,135,7,1,5,19,4,32,18,25,3,0,"$79,748.00 ",0,46,13,"$164,516.00 ","$1,250.00 ","$478,777.00 ","$10,101.36 ",1272771,1028506,126,,,75,0,73,2,149,45,0,22,33,4,4,5,0,0,5,9,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,0.00%,0,No,0,No,33.33%,834,2019University of Central Florida,704,147,139,13,0.32920238,0.3112866,0.029113134,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2020,0.570008391,0.50162827,72354,35,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,239343000,,28,114575000,12418000,1497125,550247,133,4,2,5,21,2,40,23,27,1,0,"$426,369.00 ",0,44,23,"$243,753.00 ",$0.00 ,"$822,699.00 ","$15,124.59 ",1769577,1099455,117,,,70,1,65,4,148,37,0,32,33,1,2,2,0,1,5,10,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,0.48,0.00%,1,Yes,1,Yes,,831,2020University of Central Florida,704,,,,,,,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2021,0.570008391,0.50162827,72354,36,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,218596000,,27,109310000,11489000,1496639,179542,142,2,0,7,20,0,28,16,18,9,,"$523,815.00 ",1,39,11,"$1,173,579.00 ",$575.00 ,"$1,399,033.00 ","$24,469.64 ",2716130,1009736,111,28,,57,1,51,5,127,64,0,26,30,3,0,0,1,0,5,11,,,,,,,,,,,,,,,,,,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,0.00%,0,No,0,No,50.00%,831,2021University of Central Florida,704,24,16,16,0.114149824,0.07609988,0.07609988,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2022,0.570008391,0.50162827,72354,37,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,221488000,,32,110131000,11278000,1585222,315260,134,7,0,9,21,2,,18,25,7,,"$32,552.00 ",0,27,15,"$221,805.00 ","$78,008.00 ","$169,015.00 ","$14,683.44 ",1438977,1184621,98,18,,70,3,63,4,135,58,0,33,28,4,2,2,0,0,5,11,0,,7,14,,4,14,,11,0,No,0,No,0,No,0,No,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,0.00%,1,Yes,0,No,50.00%,833,2022University of Central Florida,704,226,320,41,0.2772906,0.39262387,0.050304934,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Central Florida,University of Central Florida,2023,0.570008391,0.50162827,72354,38,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,3,Urban,0,No,254137000,,1,124256000,9659000,1674491,563847,130,7,0,4,17,,,18,26,1,,$0.00 ,0,50,15,"$449,669.00 ",$0.00 ,"$373,531.00 ","$15,144.64 ",1484175,1034506,98,18,,64,1,60,3,146,56,0,25,29,4,2,5,0,0,5,11,0,0,7,16,1,1,17,1,8,,,0,No,,,0,No,university of central florida,0,No,50.00%,50.00%,50.00%,35.00%,30.00%,30.00%,30.00%,39.29%,47.50%,0.48,,0.00%,0,No,0,No,40.00%,833,2023University of Central Florida,704,32,25,8,,,,1963,62,47,1099,2.729754322,0,0,18.19836215,11.8289354,0.263157895,23.38297872,0.234042553,0.106382979,0,70.97361237,6.293427242,0.843893444,0.902587817
University of Chicago,University of Chicago,1994,,,95190,8,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,126332743,,12,108071858,2552320,375886,751986,79,,8,,,,,,,,, ,,22,, ,$0.00 ,"$930,128.00 ","$9,390.31 ",554028, ,59,,,19,,,,38,9,0,,,,,4,0,,2,2,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,33.33%,831,1994University of Chicago,905,120,51,24,0.26873663,0.114213064,0.053747326,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,1995,,,95190,9,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,142500000,,8,109800000,5000000,1359835,654831,81,,0,,,,,,,,, ,,25,, ,"$7,500.00 ","($20,677.00)","$14,876.67 ",684327, ,46,,,9,,,,17,11,0,,,,,0,1,,2,2,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,50.00%,830,1995University of Chicago,905,28,15,7,0.13317479,0.07134364,0.033293698,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,1996,,,95190,10,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,181200000,,8,121100000,7000000,1019728,924704,79,3,0,6,2,0,,5,,,,"$11,795,381.00 ",,36,,$0.00 ,"$10,000.00 ","$12,444,787.00 ","$79,365.89 ",12539811,744430,158,,,9,,,,31,19,0,,,,,0,1,,5, ,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,50.00%,824,1996University of Chicago,905,14,6,0,0.064445846,0.027619647,0,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,1997,,,95190,11,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,150531000,,13,121683000,1634000,1782670,984016,92,10,4,1,9,3,,3,,,,"$883,758.00 ",,33,,$0.00 ,"$6,563.00 ","$1,026,129.00 ","$11,264.09 ",1824783,941025,162,,,18,,,,44,23,0,0,,,,2,0,,4,10,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,0.25,0.00%,0,No,1,Yes,,830,1997University of Chicago,905,,,,,,,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,1998,,,95190,12,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,151635000,,16,125982000,1684000,1481638,665680,106,14,5,2,9,5,,2,,,,"$1,036,223.00 ",,39,,"$363,500.00 ","$7,500.00 ","$1,433,873.00 ","$13,472.04 ",2249831,850108,167,,,41,,,,59,38,0,17,4,1,2,4,0,,5,4,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,25.00%,829,1998University of Chicago,905,45,21,9,0.078911506,0.03682537,0.015782302,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,1999,,,95190,13,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,162805000,,14,135720000,1621000,1635106,746700,113,12,4,7,5,2,,2,,,,$0.00 ,,40,36,"$200,500.00 ","$7,108.00 ","$987,094.00 ","$28,853.85 ",1875500,1675000,65,,,46,,,,74,33,0,,22,2,0,1,0,,4,6,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,,830,1999University of Chicago,905,,,,,,,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,2000,,,95190,14,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,225300000,,9,178800000, ,1798575,608191,222,4,2,7,0,2,,5,,,,"$765,624.00 ",0,47,45,"$100,000.00 ","$261,747.00 ","$1,346,756.00 ","$47,870.57 ",2537140,1671516,53,,,25,,,,66,36,0,1,8,0,2,2,0,2,13,5,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,0.25,0.00%,0,No,0,No,37.33%,829,2000University of Chicago,905,208,90,41,0.37084642,0.1604624,0.07309953,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,2001,,,95190,15,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,194800000,,16,159000000,1750000,1978966,809021,225,9,2,9,7,0,,7,,,,"$1,943,159.00 ",1,45,43,$0.00 ,"$54,187.00 ","$3,192,008.00 ","$72,699.22 ",4361953,2418794,60,,,57,,,,74,42,0,,8,0,0,0,1,0,9,10,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,1,Yes,,828,2001University of Chicago,905,,,,,,,1890,135,,,,,,,,,,,,,,,,
University of Chicago,University of Chicago,2002,0.457093435,0.496288164,95190,16,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,225081000,,32,183617000,2285000,2093716,200596,145,11,7,2,25,5,,21,,,,"$852,716.00 ",1,65,27,"$625,938.00 ","$77,906.00 ","$1,254,595.00 ","$28,615.59 ",3147715,1669061,110,,,72,,,,79,31,0,4,,24,1,2,0,2,5,6,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,1,Yes,1,Yes,,829,2002University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2003,0.457093435,0.496288164,95190,17,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,294100000,,21,232800000, ,2652785,1486656,141,4,2,4,17,0,,17,,,,"$172,721.00 ",1,58,39,"$201,244.00 ","$3,148.00 ","$3,170,493.00 ","$43,804.26 ",4336622,3962657,99,,,67,,,,128,67,0,3,23,0,0,0,1,2,5,10,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,,,,,,,829,2003University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2004,0.457093435,0.496288164,95190,18,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,325527000,,26,259829000,11999000,2484884,1822430,166,13,6,3,20,3,48,13,,,,"$114,566.00 ",1,78,59,$0.00 ,"$122,074.00 ","$8,273,976.00 ","$77,038.19 ",8936430,8821864,116,,,35,0,30,5,81,23,0,2,23,0,,0,1,0,6,10,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,,,,,,,825,2004University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2005,0.457093435,0.496288164,95190,19,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,375000000,,16,281600000,3820000,2850543,1838848,173,1,1,1,15,0,18,15,15,1,,"$36,718.00 ",1,71,63,"$518,500.00 ","$2,353.00 ","$5,891,576.00 ","$70,441.54 ",6903271,6348053,98,,,43,0,41,2,69,21,0,0,23,,,0,1,,7,10,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,25.00%,827,2005University of Chicago,905,28,14,11,0.06866953,0.034334764,0.026977314,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2006,0.457093435,0.496288164,95190,20,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,391000000,,24,279000000,2737000,3065425,2539277,167,7,6,5,13,6,88,12,19,5,,"$438,418.00 ",1,55,38,"$769,581.00 ","$68,400.00 ","$8,325,265.00 ","$62,775.98 ",8851413,7643414,141,,,63,0,62,1,103,16,0,1,24,1,1,2,0,2,8,10,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,1,Yes,1,Yes,,826,2006University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2007,0.457093435,0.496288164,95190,21,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,302059726,,28,265893552,6040635,2891075,1928534,192,3,1,14,14,0,35,23,26,2,,"$3,756,249.00 ",2,81,70,"$210,317.00 ","$1,450,515.00 ","$14,106,886.00 ","$103,927.08 ",15069427,11102861,145,,36,47,0,47,0,113,36,0,4,0,0,0,0,1,0,10,9,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,33.33%,824,2007University of Chicago,905,157,78,13,0.3515971,0.1746788,0.029113134,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2008,0.457093435,0.496288164,95190,22,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,317515531,,22,274449564,7024660,2977112,1899791,214,6,0,9,13,0,42,10,16,6,,"$389,911.00 ",2,127,74,"$1,091,040.00 ","$437,848.00 ","$7,546,152.00 ","$59,885.23 ",8623473,7142522,144,,44,58,0,58,0,76,29,0,1,18,0,0,0,1,0,13,9,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,0.25,0.00%,0,No,0,No,49.63%,826,2008University of Chicago,905,67,50,14,0.16893595,0.1260716,0.03530005,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2009,0.457093435,0.496288164,95190,23,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,336155979,,16,291943772,8030814,2745318,1677528,212,3,0,8,8,0,32,11,14,2,,"$137,849.00 ",2,106,70,"$1,507,975.00 ","$181,687.00 ","$7,957,602.00 ","$106,181.08 ",9025392,7379568,85,,,29,0,29,0,85,13,0,2,18,0,0,0,1,0,12,9,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,,825,2009University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2010,0.457093435,0.496288164,95190,24,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,379032557,,33,342636281,6077104,2111842,1437420,227,6,3,20,10,3,58,23,29,4,1,"$17,862.00 ",2,98,62,"$1,285,303.00 ","$247,657.00 ","$8,397,600.00 ","$88,941.39 ",9072022,7768857,102,,,30,0,30,0,68,17,0,3,20,1,0,3,0,2,11,9,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,1,Yes,0,No,,825,2010University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2011,0.457093435,0.496288164,95190,25,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,405833199,,32,370170588,4681810,2268001,1581652,259,12,4,15,13,4,57,19,31,1,5,"$351,153.00 ",2,104,83,"$1,624,460.00 ","$228,766.00 ","$7,986,778.00 ","$89,413.68 ",8673127,6697514,97,,,44,0,44,0,41,20,0,0,23,1,0,3,0,2,12,8,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,45.00%,826,2011University of Chicago,905,109,64,2,0.7486554,0.43957746,0.013736796,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2012,0.457093435,0.496288164,95190,26,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,368709623,,24,332473162,4676938,2233604,1717084,270,7,5,7,12,5,41,15,22,2,24,"$197,516.00 ",1,106,90,"$790,557.00 ","$324,379.00 ","$8,118,861.00 ","$88,116.13 ",8635381,7647308,98,,,54,0,54,0,34,14,0,6,28,0,4,5,0,5,12,9,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.00%,0,No,0,No,50.00%,826,2012University of Chicago,905,54,66,11,0.16416368,0.2006445,0.03344075,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
University of Chicago,University of Chicago,2013,0.457093435,0.496288164,95190,27,1,YES,17,IL,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,350641006,,14,299434575,6855453,2123499,1511685,280,7,1,6,5,3,23,6,13,1,9,"$51,586.00 ",1,102,72,"$612,325.00 ","$404,082.00 ","$6,090,867.00 ","$74,474.23 ",6702681,6038770,90,,,38,0,38,0,103,20,0,4,31,1,2,3,0,1,12,9,,,,,,,,,,,,,,,,,,university of chicago,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,0.25,0.00%,0,No,0,No,,827,2013University of Chicago,905,,,,,,,1890,135,146,5752,1.73852573,18.60222531,0,0,0.173852573,0.836879433,39.39726027,0.650684932,0.116438356,1.73852573,34.24895688,-0.443413057,-0.384652933,0.261718167
